market_id,signal_type,total_bet_usd,net_pnl_usd,vwap_entry_price,avg_P_model,avg_live_edge,avg_TTR_minutes,distance_to_strike_bps,is_coinflip,target_win
0x2210e2e5c61cc86ac63972299812b8177611c0f97187c6ab09a414dc69b5129b,BUY_NO,4.88,-4.88714432,0.74,0.0469372261571092,0.1895226005171764,3.5062138,-14.61123177124827,False,0
0x2243f30d0c029deb179a526566458cbc337af3106d35d4489f2251c5520787bf,BUY_NO,56.39,-57.34394963,0.11000000000000001,0.5818147364371294,0.2847089315476325,3.645699516666667,1.2522513416327412,True,0
0x22b298c07950930b4e681ebffcfc7e39db144d74986f10888d2371e7ce588b26,BUY_NO,449.87,323.08845454545445,0.55,0.2065878554435262,0.2200976011355213,3.9996383166666662,-5.156230696266475,False,1
0x230c2d779b6c5e384976a766d5c06afe9ed3792a2c97975d5b9d9d73ed6b67d0,BUY_NO,1.47,-1.4706482699999999,0.27,0.5550124626865238,0.1516102794087142,3.86251265,1.229637034468239,True,0
0x234c00ddf9fe95c612855ff4fa222100e9a88b9038295d9c66c860077a598684,BUY_NO,1.0,-1.0003,0.14,0.7399117708191926,0.0788056325717915,2.394982933333333,7.7185089886969696,False,0
0x2443f5c0001a6764e39789693d5509a0961883ba1ea8264bd845368fe827c659,BUY_NO,138.75,79.26485383064515,0.62,0.1326301944060919,0.2240182044891462,3.918606633333333,-6.842378538177185,False,1
0x24e2585b7f3cac8a441bbefd993259aa7d2d9157e2e738803e09165cd3a7b2e7,BUY_NO,2.71,2.70779677,0.5,0.3677799863979148,0.10888444124399,3.9536514,-3.4087537638975483,False,1
0x250a2a336405892d9a993f08c87971d1eefac7481c038e99098e0779bdee56b7,BUY_NO,181.11,-190.95024963,0.33,0.3739055959767456,0.2698235412432543,3.917968233333333,-1.977395946565884,False,0
0x25a4b9634294c6f43dbb2b2da78f2020cc48ea30e99b6a0c5a53d60b6468cf0c,BUY_YES,1.0,11.4997,0.08,0.3247345489932389,0.2051448484780008,1.7064691166666668,-4.464500072974536,False,1
0x25bbcadde93b11215735cb0d9f1b717bc0b8cc548939fab9a986789846e0a7ec,BUY_NO,1.19,-1.19042483,0.34,0.5671074022766988,0.0695020951175869,3.833530183333333,1.8046262875295456,True,0
0x266e8885092662cf496fd258aa1bc48fc52c86df13111dfeae160f32ece39bd9,BUY_NO,1.44,-1.44062208,0.68,0.2337855495891386,0.0628756520032423,3.9466373833333335,-7.373245980578283,False,0
0x2abe2ebebd7c8c0b09b033558736ece1655c05f4032f6f162140a6171d7e73a2,BUY_NO,12.65,-12.698006750000001,0.39,0.3249350777055579,0.2617043525725372,3.8990230666666665,-3.001858546191336,False,0
