trade_id,session_id,market_id,timestamp_signal,trigger_timestamp,timestamp_resolution,signal_type,P_model,synthetic_edge,live_edge,entry_price_usdc,bet_size_usd,kelly_fraction,kelly_multiplier,strike_price,btc_price_at_trigger,btc_distance_to_strike,TTR_minutes,btc_at_resolution,outcome,pnl_usd,pnl_pct_capital,capital_before,capital_after,mode
e0e5a25b-bbbc-4a17-b93c-a06af98241c5,2026-04-10_153737,0x2c3443e34360fe8e30f0df56814ad6812f5029110ee4948a5ef4bfbe31a8e314,2026-04-10T17:12:39.634596+00:00,2026-04-10T17:12:39.732768+00:00,2026-04-10T17:15:05.255793+00:00,BUY_NO,0.4027518700798785,0.08795882139567712,0.10795882139567708,0.46,1.13,0.099961871662664,1.0,72906.92735430144,72889.345,-17.582354301441228,2.3397312666666665,72866.72,WIN,1.3265,2.93,45.20819041871674,46.53,DRY
46f434d9-e538-41f1-b5c1-c06583f6d9a0,2026-04-10_153737,0x9f5242ceb7d2baa123be324273be66a72bb88aca44e7bba180fd3214c1aac17d,2026-04-10T17:16:30.427659+00:00,2026-04-10T17:16:30.544193+00:00,2026-04-10T17:20:05.258230+00:00,BUY_NO,0.216189495475143,0.045947604026571325,0.03594760402657127,0.72,1.0,0.06419215004744872,1.0,72884.28202233349,72816.32500000001,-67.95702233347401,3.4931191833333335,72913.46,LOSS,-1.0,-2.15,46.534712157847174,45.53,DRY
3f7c8eb7-9295-4f89-8671-51a84554d40c,2026-04-10_153737,0x900b3b4ce64104385fedbe3347bf9f9bf5d85cb606e3ff2dd5264c667f82661b,2026-04-10T17:22:46.561474+00:00,2026-04-10T17:22:46.669287+00:00,2026-04-10T17:25:05.275225+00:00,BUY_NO,0.362527240011054,0.09012975586805713,0.08012975586805715,0.53,1.0,0.08524442113623104,0.85,72935.89556156527,72911.995,-23.900561565271346,2.224218983333333,72947.83,LOSS,-1.0,-2.2,45.534712157847174,44.53,DRY
a3d2eb6c-502e-49ec-b0dd-8fbaa75047da,2026-04-10_153737,0x8db0d7477d92fbfa14c815baf795ea46edc2b5e21f22b51d970f108946c82937,2026-04-10T17:26:07.422042+00:00,2026-04-10T17:26:07.518951+00:00,2026-04-10T17:30:05.275737+00:00,BUY_NO,0.7123708593571728,0.11192122644854147,0.12192122644854148,0.14,1.0,0.07088443398171017,0.7,72960.78610073785,73010.82500000001,50.03889926215925,3.87663285,72948.01,WIN,6.1429,13.79,44.534712157847174,50.68,DRY
47df6f04-f0e7-4e2c-8855-38ac175ad9e7,2026-04-10_153737,0xb9bc2d5d30abf7bb29325fa76630b1114357bda28b077347679ad09ac873a9cc,2026-04-10T17:31:08.144972+00:00,2026-04-10T17:31:08.236387+00:00,2026-04-10T17:35:05.269066+00:00,BUY_NO,0.2681093338442926,0.05715070593532644,0.037150705935326434,0.67,1.0,0.056288948386858266,1.0,72986.21862013856,72931.91500000001,-54.303620138554834,3.8644974666666667,72894.67,WIN,0.4925,0.97,50.67756930070432,51.17,DRY
792be050-bf0b-4307-b77f-f731fe12480f,2026-04-10_153737,0x3af56f7defbf03967fa2fcd787e72f7a71671970745a184ebe4f1e0808f9b516,2026-04-10T17:36:47.720804+00:00,2026-04-10T17:36:47.812717+00:00,2026-04-10T17:40:05.271035+00:00,BUY_NO,0.2760719637534469,0.049855535021791186,0.049855535021791186,0.65,1.0,0.07122219288827315,1.0,72917.22,72870.39499999999,-46.82500000001164,3.2049855666666667,72909.72,WIN,0.5385,1.05,51.170106614137154,51.71,DRY
b3d0dd11-a5fe-4986-a0ea-e6e3b5be74b3,2026-04-10_153737,0x1bcef73d7069bf23519353b9626ddd223e16f9aed2b6f4bbec72121bf51f24a7,2026-04-10T17:41:28.894714+00:00,2026-04-10T17:41:28.994942+00:00,2026-04-10T17:45:05.259250+00:00,BUY_NO,0.23669354987323304,0.02977201733438609,0.02977201733438606,0.71,1.0,0.05133106436963112,1.0,72919.95023048008,72861.99,-57.96023048007919,3.5186946666666667,72923.93,LOSS,-1.0,-1.93,51.708568152598694,50.71,DRY
1c1eff5b-0ba6-416a-a865-98ed4b3e3f30,2026-04-10_153737,0x09d942192e2387bdff9670451853b4f152a624187bf476452f623756d12107b6,2026-04-10T17:46:04.403992+00:00,2026-04-10T17:46:04.620588+00:00,2026-04-10T17:50:05.254441+00:00,BUY_NO,0.5458783801958265,0.06077378299655449,0.07077378299655451,0.36,1.0,0.055292017966058225,0.85,72940.14461430699,72949.8,9.65538569301134,3.9270164,72982.57,LOSS,-1.0,-1.97,50.708568152598694,49.71,DRY
0eb32afc-ee91-41df-9dab-76cd16ccb15c,2026-04-10_153737,0xc65aa991edad88ba23c5c3eafe088c7e5f783a7a90b97f1a9f19431eafd529a9,2026-04-10T17:56:08.923821+00:00,2026-04-10T17:56:09.016451+00:00,2026-04-10T18:00:05.297987+00:00,BUY_NO,0.3247468769364814,0.06187084907494719,0.07187084907494723,0.58,1.15,0.08556053461303242,0.7,73098.93520490924,73061.555,-37.38020490924828,3.8516123500000004,73100.92,LOSS,-1.15,-2.31,49.708568152598694,48.56,DRY
aaf9f2f6-6b8e-48b9-bb6a-2f44c4453d22,2026-04-10_153737,0x4ca95da97deb0a1753e609c6f668d9fb19faa3113c878f06087ee4f2d1a2f68a,2026-04-10T18:01:10.511970+00:00,2026-04-10T18:01:10.641767+00:00,2026-04-10T18:05:05.378069+00:00,BUY_NO,0.3654025766998046,0.06120304982210013,0.04120304982210021,0.57,1.0,0.04791052304895372,0.55,73139.39,73112.005,-27.38499999999476,3.8250944166666665,72925.35,WIN,0.7544,1.55,48.558568152598696,49.31,DRY
57c35222-e0de-4c59-99dc-3979d06ef7e2,2026-04-10_153737,0x39a87a60dd1c777e1521ba86873ded397fff59e964228bbc3af886f15927c6f6,2026-04-10T18:06:00.978498+00:00,2026-04-10T18:06:01.104853+00:00,2026-04-10T18:10:05.423143+00:00,BUY_NO,0.4949342593079349,0.03174400252063653,0.07174400252063656,0.41,1.19,0.060800002136132715,1.0,72938.6995434514,72937.725,-0.9745434513897635,3.9839466166666666,73007.07,LOSS,-1.19,-2.41,49.31295411751098,48.12,DRY
63165df3-5bd4-4b06-88f9-80678e4c72c8,2026-04-10_153737,0x9e8d3537464c5db5836184adc8b4ed00911c9abedea37098b9c512fa4dd32533,2026-04-10T18:11:01.561872+00:00,2026-04-10T18:11:01.683201+00:00,2026-04-10T18:15:05.281708+00:00,BUY_NO,0.35369708553034,0.03297673204680281,0.04297673204680286,0.58,1.0,0.05116277624619388,0.85,73029.27025753091,72999.755,-29.51525753090391,3.9742472,73099.61,LOSS,-1.0,-2.08,48.12295411751098,47.12,DRY
c1b2ee7e-6f63-4882-abd8-58fe1f30ac8d,2026-04-10_153737,0x4422be33d31164ff5e07faa2c82eab0bd53bbcacafc63ab73a9dd7247a59f2b3,2026-04-10T18:16:02.101096+00:00,2026-04-10T18:16:02.208136+00:00,2026-04-10T18:20:05.813545+00:00,BUY_NO,0.2817468948505041,0.03492281641044826,0.034922816410448254,0.66,1.0,0.051357082956541504,0.7,73110.39608143512,73065.66500000001,-44.731081435107626,3.965358833333333,72974.86,WIN,0.5152,1.09,47.12295411751098,47.64,DRY
0f5c773a-96dd-488e-b38a-cfc7fcbee597,2026-04-10_153737,0xc87c492d9daa56a4f20cb771bf241c2ebd928e9b7bbc0871919004e2689ee5bd,2026-04-10T18:21:02.524193+00:00,2026-04-10T18:21:02.643387+00:00,2026-04-10T18:25:05.879952+00:00,BUY_NO,0.592313483899347,0.07435300094636726,0.12435300094636725,0.26,1.58,0.08402229793673463,1.0,73004.66433551464,73022.625,17.96066448536294,3.958165016666667,72917.3,WIN,4.4969,9.44,47.638105632662494,52.14,DRY
da864793-cea1-4840-8af2-96f5a05bb41a,2026-04-10_153737,0x266e8885092662cf496fd258aa1bc48fc52c86df13111dfeae160f32ece39bd9,2026-04-10T18:26:03.217814+00:00,2026-04-10T18:26:03.335926+00:00,2026-04-10T18:30:05.267012+00:00,BUY_NO,0.2337855495891386,0.07287565200324236,0.0628756520032423,0.68,1.44,0.0982432062550661,1.0,72978.7744,72925.005,-53.76939999999013,3.9466373833333335,72984.68,LOSS,-1.44,-2.76,52.13502870958557,50.7,DRY
e6d71cbb-0605-481b-8da0-f7a46b73eb61,2026-04-10_153737,0xe577fcd2199f671f65ccf05de91257603adfaa275f2a4e222948dea07c0bbc27,2026-04-10T18:31:04.150845+00:00,2026-04-10T18:31:04.259826+00:00,2026-04-10T18:35:05.266063+00:00,BUY_NO,0.32707649483061174,0.11957759714653109,0.10957759714653104,0.54,1.44,0.11910608385492508,0.85,73008.58,72975.525,-33.05500000000757,3.9310929833333335,72949.0,WIN,1.2267,2.42,50.69502870958557,51.92,DRY
6d112f96-81b0-43b4-8768-97e3791804d5,2026-04-10_153737,0x0f1d75a7ba1f4b58a11f8ee1b1294ecdfdac731019f9292fc428dfd9f032758d,2026-04-10T18:36:05.231966+00:00,2026-04-10T18:36:05.339924+00:00,2026-04-10T18:40:05.241811+00:00,BUY_NO,0.4048656035228945,0.0417802519818673,0.03178025198186729,0.54,1.0,0.034543752154203584,1.0,72973.19403299523,72956.31,-16.88403299523634,3.9131009166666666,72959.65,WIN,0.8519,1.64,51.92169537625224,52.77,DRY
d1ab945d-aeb9-4d8d-a4ac-e3627dbed288,2026-04-10_153737,0x2e14f2ce66741a0540502ece3e658dffceccea8a60f1e2b799c9e4a9aefd93a8,2026-04-10T18:41:05.663865+00:00,2026-04-10T18:41:05.751119+00:00,2026-04-10T18:45:05.254943+00:00,BUY_NO,0.39688562881979395,0.09975693476115845,0.09975693476115843,0.48,1.69,0.09592012957803697,1.0,72977.5499475173,72959.255,-18.294947517293622,3.9057985333333334,72946.54,WIN,1.8308,3.47,52.77354722810409,54.6,DRY
6fb6c77c-a32a-4725-ba0b-0d977d5e2908,2026-04-10_153737,0x60a4ab4802ce13b241d2133c02a48fcd6d9ef5e469cb6ed67a3113d7abb8860f,2026-04-10T18:46:06.100292+00:00,2026-04-10T18:46:06.189200+00:00,2026-04-10T18:50:05.259897+00:00,BUY_NO,0.41008464790154464,0.09655459276893158,0.0665545927689315,0.5,1.0,0.0665545927689315,1.0,72979.33704618497,72963.505,-15.832046184965293,3.8986637333333336,72978.46,WIN,1.0,1.83,54.604380561437424,55.6,DRY
ebb4e9a7-1f53-4c96-a31c-32d60f938dce,2026-04-10_153737,0xe10a1ca3a33aee6f2daebe307e39e910464ab82b5f12a070779781d04a6b95de,2026-04-10T18:51:06.355233+00:00,2026-04-10T18:51:06.449530+00:00,2026-04-10T18:55:05.260448+00:00,BUY_NO,0.41233114280394934,0.14430615381319353,0.15430615381319351,0.41,2.83,0.1307679269603335,1.0,73000.85990469328,72985.595,-15.264904693278368,3.8943322499999997,73048.92,LOSS,-2.83,-5.09,55.604380561437424,52.77,DRY
711cecf7-cd03-4d59-abb4-9765a7285bfe,2026-04-10_153737,0x70873974eb8801339f03ff4cf7ec477114b4fee1d4b9220f1c18bcd53537778f,2026-04-10T18:56:06.829579+00:00,2026-04-10T18:56:06.915464+00:00,2026-04-10T19:00:05.271339+00:00,BUY_NO,0.395101388822105,0.10153229312075215,0.10153229312075218,0.48,1.46,0.09762720492380017,0.85,73074.68048424093,73056.535,-18.145484240929363,3.8863833833333334,73118.19,LOSS,-1.46,-2.77,52.774380561437425,51.31,DRY
23565f12-04fb-4e3f-b5fc-8dd1cc53c7a1,2026-04-10_153737,0x049fcc93319a1f2183d05cfa6c1d2286eb1681999e17a0a8ce93ee4675f9ce26,2026-04-10T19:01:07.292084+00:00,2026-04-10T19:01:07.409886+00:00,2026-04-10T19:05:05.367448+00:00,BUY_NO,0.4941209582497543,0.13250920059215046,0.1425092005921504,0.34,1.5,0.10796151560011392,0.7,73135.94221061253,73134.995,-0.9472106125322171,3.8786788166666666,73152.91,LOSS,-1.5,-2.92,51.314380561437424,49.81,DRY
6e6f9d52-9a97-4734-974a-12d1eb3b6628,2026-04-10_153737,0x9848f61f0ec796be07a211f50f6572e0e123d69df27020e2cb7538dc58297de5,2026-04-10T19:06:07.728745+00:00,2026-04-10T19:06:07.837661+00:00,2026-04-10T19:10:05.338300+00:00,BUY_NO,0.2827053841697146,0.14392144799028536,0.1539214479902854,0.54,1.77,0.16730592172857114,0.55,73186.91200368822,73149.475,-37.437003688217374,3.871429233333333,73078.0,WIN,1.5078,3.03,49.814380561437424,51.32,DRY
cdc1cb7a-e538-4ec5-af34-99622d07a982,2026-04-10_153737,0x230c2d779b6c5e384976a766d5c06afe9ed3792a2c97975d5b9d9d73ed6b67d0,2026-04-10T19:11:08.265536+00:00,2026-04-10T19:11:08.377759+00:00,2026-04-10T19:15:05.688282+00:00,BUY_NO,0.5550124626865238,0.16161027940871425,0.15161027940871424,0.27,1.47,0.1038426571292563,1.0,73116.00327980026,73124.995,8.99172019973048,3.8625126499999998,73184.99,LOSS,-1.47,-2.86,51.3221583392152,49.85,DRY
22a428aa-8c80-4646-81ea-23ae61a908e8,2026-04-10_153737,0x65b3ea48f2fb610350e0d0160259f21fff156d5ec3b18973aa77d892cc473c8b,2026-04-10T19:16:08.290133+00:00,2026-04-10T19:16:08.394887+00:00,2026-04-10T19:20:05.292150+00:00,BUY_NO,0.1585449909055614,0.16807756461443857,0.16807756461443857,0.65,3.37,0.24011080659205514,0.85,73210.33740994711,73144.435,-65.90240994711348,3.8620795833333332,73147.81,WIN,1.8146,3.64,49.8521583392152,51.67,DRY
639815d3-ec2d-43ba-be80-fb46ccfdf8c4,2026-04-10_153737,0xb7c69f0d61e6d38c7da09146b79799fc16a1f02dbfabe8f3ed33e5e962dc851a,2026-04-10T19:26:09.166975+00:00,2026-04-10T19:26:09.261978+00:00,2026-04-10T19:30:05.686920+00:00,BUY_NO,0.23518327017406865,0.13143260372307428,0.1314326037230743,0.61,2.87,0.16850333810650553,1.0,73087.96024539432,73040.005,-47.9552453943179,3.8475113833333334,72985.39,WIN,1.8349,3.55,51.66677372383059,53.5,DRY
cdf441f5-4c53-4676-987d-c60ad4793abf,2026-04-10_153737,0x2210e2e5c61cc86ac63972299812b8177611c0f97187c6ab09a414dc69b5129b,2026-04-10T19:31:29.648381+00:00,2026-04-10T19:31:29.745440+00:00,2026-04-10T19:35:05.276093+00:00,BUY_NO,0.04693722615710921,0.19952260051717646,0.1895226005171764,0.74,4.88,0.36446653945610846,1.0,73032.32854006228,72925.775,-106.55354006229027,3.5062138,73017.02,WIN,1.7146,3.2,53.501691756617475,55.22,DRY
76f9224e-19dd-45dd-b383-43db3c0d5a3f,2026-04-10_153737,0xd8812997b35cb64dd431180677d6488f2ae0750c626f361cb07cec2633d7d4bc,2026-04-10T19:36:15.546410+00:00,2026-04-10T19:36:15.633154+00:00,2026-04-10T19:40:05.308388+00:00,BUY_NO,0.20952037158646397,0.1570468970763932,0.14704689707639318,0.62,2.85,0.19348275931104367,1.0,73048.08016487795,72993.86499999999,-54.21516487795452,3.7411221,72963.02,WIN,1.7468,3.16,55.21628635121207,56.96,DRY
73d3295c-bdec-4a1a-a45e-47f1f91d50f8,2026-04-10_153737,0xd5cbcdcb8dc9d72fb0122afd23b74acd1cf7d441f21c5f67742ef7934c7d4cbe,2026-04-10T19:41:05.726334+00:00,2026-04-10T19:41:05.819335+00:00,2026-04-10T19:45:05.250800+00:00,BUY_NO,0.19419630845848485,0.15244577919103902,0.182445779191039,0.6,5.07,0.22805722398879874,1.0,72987.51845831225,72929.715,-57.80345831224986,3.9050233666666667,72966.66,WIN,3.38,5.93,56.96306054476046,60.34,DRY
ae2366ae-7a52-411b-9a27-69841ddf05e5,2026-04-10_153737,0xdb71d476a108b20050a9174818f96108f26eb5a3490e18766f9bf063f73ffdf1,2026-04-10T19:46:05.920973+00:00,2026-04-10T19:46:06.020987+00:00,2026-04-10T19:50:05.256219+00:00,BUY_NO,0.16139249645717213,0.07524810954663741,0.08524810954663742,0.73,3.72,0.15786686953081,1.0,72980.18813117842,72914.205,-65.9831311784219,3.9016102833333335,73024.36,LOSS,-3.72,-6.16,60.34306054476046,56.62,DRY
905d1065-da6b-4472-96ba-3a25fa52417b,2026-04-10_153737,0x69b49582f51cecd250c15468f9b615cdc676d30064a04537289959423a548387,2026-04-10T19:51:06.055166+00:00,2026-04-10T19:51:06.157549+00:00,2026-04-10T19:55:05.262131+00:00,BUY_NO,0.7761574614087621,0.06048212189790458,0.07048212189790459,0.13,1.0,0.040506966607991135,0.85,73042.56071140023,73089.845,47.284288599767024,3.8997572666666667,73113.65,LOSS,-1.0,-1.77,56.62306054476046,55.62,DRY
69a7c35b-f9fa-4ac2-b269-58504928cc48,2026-04-10_153737,0x2c81ea6bf2d83ef363ef51a3fdcbd0038fdfba16448adb1018ad0f0d2f1f82a5,2026-04-10T19:56:06.292039+00:00,2026-04-10T19:56:06.396713+00:00,2026-04-10T20:00:05.501109+00:00,BUY_NO,0.4155032011809617,0.18113457783618123,0.20113457783618127,0.36,2.38,0.1571363889345166,0.7,73129.85785128892,73116.655,-13.20285128892283,3.8953924333333334,73209.17,LOSS,-2.38,-4.28,55.62306054476046,53.24,DRY
8fb1c4c5-c3ec-474e-bb35-2d876b2774d7,2026-04-10_153737,0xc4e6cafca0363ca660ec915f4214fc48c81e98e12196afb9953cf85dfbb1091e,2026-04-10T20:01:06.230883+00:00,2026-04-10T20:01:06.328748+00:00,2026-04-10T20:05:05.289078+00:00,BUY_NO,0.1368292524939469,0.22980899210033878,0.2498089921003388,0.59,3.48,0.3046451123174863,0.55,73278.28179653635,73208.755,-69.5267965363455,3.8963853166666667,73265.24,WIN,2.4183,4.54,53.24306054476046,55.66,DRY
6b3ec438-dcf4-480f-9daa-531905751cec,2026-04-10_153737,0x448d4ddb8d0ecb0d5761b44db38691a4c1bd376ca76a6c34d87b538c214af4ce,2026-04-10T20:06:06.331268+00:00,2026-04-10T20:06:06.435612+00:00,2026-04-10T20:10:05.967501+00:00,BUY_NO,0.35672506934418247,0.10991241064819848,0.11991241064819846,0.5,2.6,0.11991241064819846,1.0,73287.00649023155,73265.245,-21.76149023155449,3.8947144333333332,73248.86,WIN,2.6,4.67,55.66136562950622,58.26,DRY
165b7fa7-ef7b-43fb-9e04-1550d41d0071,2026-04-10_153737,0x616e4586caca53b62df68e32269f3cb24b3ced795c1ffa0135a64f07f4677eb9,2026-04-10T20:11:47.108891+00:00,2026-04-10T20:11:47.199426+00:00,2026-04-10T20:15:05.250207+00:00,BUY_NO,0.0498333974403769,0.2164933949481946,0.21649339494819464,0.71,5.83,0.3732644740486114,1.0,73276.1733974384,73182.17499999999,-93.99839743840857,3.215066766666667,73242.98,WIN,2.3813,4.09,58.26136562950622,60.64,DRY
62a64a95-0b9d-40c4-a693-8888b816dc4b,2026-04-10_153737,0xfdecfe3bf36c86460221d24ec171f0914a7319f692105670201044cd0e2c1c0f,2026-04-10T20:16:08.696945+00:00,2026-04-10T20:16:08.789692+00:00,2026-04-10T20:20:05.271076+00:00,BUY_NO,0.15112851786597725,0.10549093907878468,0.08549093907878469,0.74,2.2,0.16440565207458596,1.0,73269.04185,73204.125,-64.91684999999416,3.8553870333333333,73267.21,WIN,0.773,1.27,60.642633235140025,61.42,DRY
a4808c84-f809-4c15-ae2d-aaa1cf0a847b,2026-04-10_153737,0xc4d5890237a1d86e98309f046759531a7c5495156eaf309237eed9e607bbc3da,2026-04-10T20:21:09.104215+00:00,2026-04-10T20:21:09.198911+00:00,2026-04-10T20:25:05.261040+00:00,BUY_NO,0.12935914277539085,0.11725721010079965,0.11725721010079959,0.73,4.4,0.21714298166814736,1.0,73291.37857,73222.295,-69.08357000000251,3.848500033333333,73170.69,WIN,1.6274,2.65,61.415606208113,63.04,DRY
334e8170-e725-488e-8fbc-a235c169ffca,2026-04-10_153737,0xb814b98fa7d9d18714c5b60cd38d5be49240fa50fedaa79577153bea72944738,2026-04-10T20:26:49.289394+00:00,2026-04-10T20:26:49.410262+00:00,2026-04-10T20:30:05.964659+00:00,BUY_NO,0.5286849064031235,0.04762527418354315,0.0776252741835432,0.37,1.23,0.06160736046312949,1.0,73172.98608225254,73177.005,4.01891774746764,3.1787382500000003,73253.09,LOSS,-1.23,-1.95,63.04300346838697,61.81,DRY
2b0ff5a1-1417-4e5d-9dc3-3ca5aef05389,2026-04-10_153737,0xddd1974fd651163a3fcc3e04440fac7362bbf33bc623ac3755aec0548e1481ba,2026-04-10T20:32:11.670129+00:00,2026-04-10T20:32:11.776326+00:00,2026-04-10T20:35:05.264035+00:00,BUY_NO,0.4019373296939847,0.08420233067934857,0.08420233067934857,0.49,1.04,0.08255130458759664,0.85,73277.62522,73262.67499999999,-14.95022000001336,2.805709766666667,73262.33,WIN,1.0824,1.75,61.813003468386974,62.9,DRY
dbd4cbf5-d0e2-40c6-9ac8-8e0e90686e5d,2026-04-10_153737,0x24e2585b7f3cac8a441bbefd993259aa7d2d9157e2e738803e09165cd3a7b2e7,2026-04-10T20:36:02.794313+00:00,2026-04-10T20:36:02.902858+00:00,2026-04-10T20:40:05.254554+00:00,BUY_NO,0.3677799863979148,0.07888444124398997,0.10888444124399,0.5,2.71,0.10888444124399,1.0,73260.20409,73235.24,-24.96408999999403,3.9536514,73077.97,WIN,2.71,4.31,62.89545244797881,65.61,DRY
